UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Number
10003945,The Liverpool Institute for Performing Arts*,England,North West,Full-time,Non-atypical,Academic,Academic,2019/20,30
10003945,The Liverpool Institute for Performing Arts*,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10003945,The Liverpool Institute for Performing Arts*,England,North West,Full-time,Academic atypical,Academic,Academic,2019/20,0
10003945,The Liverpool Institute for Performing Arts*,England,North West,Part-time,Non-atypical,Academic,Academic,2019/20,55
10003945,The Liverpool Institute for Performing Arts*,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10003945,The Liverpool Institute for Performing Arts*,England,North West,Part-time,Academic atypical,Academic,Academic,2019/20,55
10003945,The Liverpool Institute for Performing Arts,England,North West,Full-time,Non-atypical,Academic,Academic,2020/21,30
10003945,The Liverpool Institute for Performing Arts,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10003945,The Liverpool Institute for Performing Arts,England,North West,Full-time,Academic atypical,Academic,Academic,2020/21,0
10003945,The Liverpool Institute for Performing Arts,England,North West,Part-time,Non-atypical,Academic,Academic,2020/21,65
10003945,The Liverpool Institute for Performing Arts,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10003945,The Liverpool Institute for Performing Arts,England,North West,Part-time,Academic atypical,Academic,Academic,2020/21,60
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Academic,Academic,2014/15,2060
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,1995
10006842,The University of Liverpool,England,North West,Full-time,Academic atypical,Academic,Academic,2014/15,0
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Academic,Academic,2014/15,665
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,910
10006842,The University of Liverpool,England,North West,Part-time,Academic atypical,Academic,Academic,2014/15,1660
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Academic,Academic,2015/16,2085
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,1995
10006842,The University of Liverpool,England,North West,Full-time,Academic atypical,Academic,Academic,2015/16,0
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Academic,Academic,2015/16,745
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,1015
10006842,The University of Liverpool,England,North West,Part-time,Academic atypical,Academic,Academic,2015/16,1885
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Academic,Academic,2016/17,2220
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,2095
10006842,The University of Liverpool,England,North West,Full-time,Academic atypical,Academic,Academic,2016/17,0
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Academic,Academic,2016/17,615
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,1195
10006842,The University of Liverpool,England,North West,Part-time,Academic atypical,Academic,Academic,2016/17,2040
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Academic,Academic,2017/18,2290
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,2215
10006842,The University of Liverpool,England,North West,Full-time,Academic atypical,Academic,Academic,2017/18,0
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Academic,Academic,2017/18,645
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,1035
10006842,The University of Liverpool,England,North West,Part-time,Academic atypical,Academic,Academic,2017/18,1745
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Academic,Academic,2018/19,2360
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,2260
10006842,The University of Liverpool,England,North West,Full-time,Academic atypical,Academic,Academic,2018/19,0
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Academic,Academic,2018/19,645
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,1100
10006842,The University of Liverpool,England,North West,Part-time,Academic atypical,Academic,Academic,2018/19,1850
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Academic,Academic,2019/20,2435
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,2335
10006842,The University of Liverpool,England,North West,Full-time,Academic atypical,Academic,Academic,2019/20,0
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Academic,Academic,2019/20,720
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,1245
10006842,The University of Liverpool,England,North West,Part-time,Academic atypical,Academic,Academic,2019/20,1775
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Academic,Academic,2020/21,2395
10006842,The University of Liverpool,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,2230
10006842,The University of Liverpool,England,North West,Full-time,Academic atypical,Academic,Academic,2020/21,0
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Academic,Academic,2020/21,690
10006842,The University of Liverpool,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,1100
10006842,The University of Liverpool,England,North West,Part-time,Academic atypical,Academic,Academic,2020/21,1450
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Academic,Academic,2014/15,220
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,25
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Academic atypical,Academic,Academic,2014/15,0
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Academic,Academic,2014/15,35
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,5
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Academic atypical,Academic,Academic,2014/15,0
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Academic,Academic,2015/16,250
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,105
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Academic atypical,Academic,Academic,2015/16,0
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Academic,Academic,2015/16,45
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,20
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Academic atypical,Academic,Academic,2015/16,0
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Academic,Academic,2016/17,170
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,195
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Academic atypical,Academic,Academic,2016/17,0
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Academic,Academic,2016/17,30
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,45
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Academic atypical,Academic,Academic,2016/17,0
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Academic,Academic,2017/18,185
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,205
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Academic atypical,Academic,Academic,2017/18,0
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Academic,Academic,2017/18,30
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,50
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Academic atypical,Academic,Academic,2017/18,0
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Academic,Academic,2018/19,195
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,250
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Academic atypical,Academic,Academic,2018/19,0
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Academic,Academic,2018/19,30
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,60
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Academic atypical,Academic,Academic,2018/19,0
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Academic,Academic,2019/20,210
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,255
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Academic atypical,Academic,Academic,2019/20,0
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Academic,Academic,2019/20,25
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,65
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Academic atypical,Academic,Academic,2019/20,0
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Academic,Academic,2020/21,200
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,255
10003958,Liverpool School of Tropical Medicine,England,North West,Full-time,Academic atypical,Academic,Academic,2020/21,0
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Academic,Academic,2020/21,35
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,70
10003958,Liverpool School of Tropical Medicine,England,North West,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Academic,Academic,2014/15,490
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,1120
10007162,"University of the Arts, London",England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Academic,Academic,2014/15,1390
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,385
10007162,"University of the Arts, London",England,London,Part-time,Academic atypical,Academic,Academic,2014/15,0
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Academic,Academic,2015/16,510
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,1130
10007162,"University of the Arts, London",England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Academic,Academic,2015/16,1575
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,405
10007162,"University of the Arts, London",England,London,Part-time,Academic atypical,Academic,Academic,2015/16,0
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Academic,Academic,2016/17,525
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,1050
10007162,"University of the Arts, London",England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Academic,Academic,2016/17,2750
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,275
10007162,"University of the Arts, London",England,London,Part-time,Academic atypical,Academic,Academic,2016/17,0
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Academic,Academic,2017/18,550
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,990
10007162,"University of the Arts, London",England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Academic,Academic,2017/18,1680
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,435
10007162,"University of the Arts, London",England,London,Part-time,Academic atypical,Academic,Academic,2017/18,0
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Academic,Academic,2018/19,625
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,1185
10007162,"University of the Arts, London",England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Academic,Academic,2018/19,1590
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,310
10007162,"University of the Arts, London",England,London,Part-time,Academic atypical,Academic,Academic,2018/19,0
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Academic,Academic,2019/20,650
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,1220
10007162,"University of the Arts, London",England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Academic,Academic,2019/20,1685
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,285
10007162,"University of the Arts, London",England,London,Part-time,Academic atypical,Academic,Academic,2019/20,0
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Academic,Academic,2020/21,715
10007162,"University of the Arts, London",England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,1255
10007162,"University of the Arts, London",England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Academic,Academic,2020/21,1600
10007162,"University of the Arts, London",England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,285
10007162,"University of the Arts, London",England,London,Part-time,Academic atypical,Academic,Academic,2020/21,0
10013109,London Bridge Business Academy*,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,0
10013109,London Bridge Business Academy*,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10013109,London Bridge Business Academy*,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10013109,London Bridge Business Academy*,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,0
10013109,London Bridge Business Academy*,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10013109,London Bridge Business Academy*,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,0
10013109,London Bridge Business Academy,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,0
10013109,London Bridge Business Academy,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10013109,London Bridge Business Academy,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10013109,London Bridge Business Academy,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,0
10013109,London Bridge Business Academy,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10013109,London Bridge Business Academy,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007769,London Business School,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,105
10007769,London Business School,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,570
10007769,London Business School,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007769,London Business School,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,0
10007769,London Business School,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,75
10007769,London Business School,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,0
10007769,London Business School,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,100
10007769,London Business School,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,585
10007769,London Business School,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007769,London Business School,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,5
10007769,London Business School,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,75
10007769,London Business School,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,0
10007769,London Business School,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,100
10007769,London Business School,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,595
10007769,London Business School,England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007769,London Business School,England,London,Part-time,Non-atypical,Academic,Academic,2016/17,10
10007769,London Business School,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,75
10007769,London Business School,England,London,Part-time,Academic atypical,Academic,Academic,2016/17,0
10007769,London Business School,England,London,Full-time,Non-atypical,Academic,Academic,2017/18,100
10007769,London Business School,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,615
10007769,London Business School,England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007769,London Business School,England,London,Part-time,Non-atypical,Academic,Academic,2017/18,15
10007769,London Business School,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,60
10007769,London Business School,England,London,Part-time,Academic atypical,Academic,Academic,2017/18,0
10007769,London Business School,England,London,Full-time,Non-atypical,Academic,Academic,2018/19,110
10007769,London Business School,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,635
10007769,London Business School,England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007769,London Business School,England,London,Part-time,Non-atypical,Academic,Academic,2018/19,10
10007769,London Business School,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,70
10007769,London Business School,England,London,Part-time,Academic atypical,Academic,Academic,2018/19,0
10007769,London Business School*,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,110
10007769,London Business School*,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007769,London Business School*,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007769,London Business School*,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,10
10007769,London Business School*,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007769,London Business School*,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,0
10007769,London Business School,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,105
10007769,London Business School,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007769,London Business School,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007769,London Business School,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,10
10007769,London Business School,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007769,London Business School,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Academic,Academic,2014/15,50
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,635
10007797,University of London (Institutes and activities),England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Academic,Academic,2014/15,30
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,110
10007797,University of London (Institutes and activities),England,London,Part-time,Academic atypical,Academic,Academic,2014/15,150
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Academic,Academic,2015/16,55
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,640
10007797,University of London (Institutes and activities),England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Academic,Academic,2015/16,25
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,145
10007797,University of London (Institutes and activities),England,London,Part-time,Academic atypical,Academic,Academic,2015/16,170
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Academic,Academic,2016/17,55
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,670
10007797,University of London (Institutes and activities),England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Academic,Academic,2016/17,40
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,155
10007797,University of London (Institutes and activities),England,London,Part-time,Academic atypical,Academic,Academic,2016/17,180
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Academic,Academic,2017/18,60
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,690
10007797,University of London (Institutes and activities),England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Academic,Academic,2017/18,35
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,155
10007797,University of London (Institutes and activities),England,London,Part-time,Academic atypical,Academic,Academic,2017/18,240
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Academic,Academic,2018/19,65
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,720
10007797,University of London (Institutes and activities),England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Academic,Academic,2018/19,35
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,175
10007797,University of London (Institutes and activities),England,London,Part-time,Academic atypical,Academic,Academic,2018/19,135
10007797,University of London (Institutes and activities)*,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,65
10007797,University of London (Institutes and activities)*,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007797,University of London (Institutes and activities)*,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007797,University of London (Institutes and activities)*,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,40
10007797,University of London (Institutes and activities)*,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007797,University of London (Institutes and activities)*,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,125
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Academic,Academic,2020/21,60
10007797,University of London (Institutes and activities),England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007797,University of London (Institutes and activities),England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Academic,Academic,2020/21,35
10007797,University of London (Institutes and activities),England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007797,University of London (Institutes and activities),England,London,Part-time,Academic atypical,Academic,Academic,2020/21,105
10004036,London Film School Limited*,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,20
10004036,London Film School Limited*,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10004036,London Film School Limited*,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10004036,London Film School Limited*,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,10
10004036,London Film School Limited*,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10004036,London Film School Limited*,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,0
10004036,London Film School Limited,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,20
10004036,London Film School Limited,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10004036,London Film School Limited,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10004036,London Film School Limited,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,15
10004036,London Film School Limited,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10004036,London Film School Limited,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,0
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,445
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,600
10004048,London Metropolitan University,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,195
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,125
10004048,London Metropolitan University,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,445
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,370
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,545
10004048,London Metropolitan University,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,175
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,110
10004048,London Metropolitan University,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,455
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,295
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,475
10004048,London Metropolitan University,England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Academic,Academic,2016/17,140
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,105
10004048,London Metropolitan University,England,London,Part-time,Academic atypical,Academic,Academic,2016/17,450
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Academic,Academic,2017/18,285
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,445
10004048,London Metropolitan University,England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Academic,Academic,2017/18,150
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,85
10004048,London Metropolitan University,England,London,Part-time,Academic atypical,Academic,Academic,2017/18,420
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Academic,Academic,2018/19,285
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,385
10004048,London Metropolitan University,England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Academic,Academic,2018/19,140
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,80
10004048,London Metropolitan University,England,London,Part-time,Academic atypical,Academic,Academic,2018/19,390
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,300
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,355
10004048,London Metropolitan University,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,145
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,70
10004048,London Metropolitan University,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,425
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,315
10004048,London Metropolitan University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,350
10004048,London Metropolitan University,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,150
10004048,London Metropolitan University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,65
10004048,London Metropolitan University,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,315
10004078,London South Bank University,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,420
10004078,London South Bank University,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,360
10004078,London South Bank University,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10004078,London South Bank University,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,620
10004078,London South Bank University,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,320
10004078,London South Bank University,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,0
10004078,London South Bank University,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,335
